Sample ID	Run #	Position	Sample Timestamp	Tray Timestamp	Area	Depth	Inclination: Unrotated	Inclination: Sample Rotated	Inclination: Formation Rotated	Declination: Unrotated	Declination: Sample Rotated	Declination: Formation Rotated	Intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Mag Dev	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift	MM drift time	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Bkg #1 time	Bkg #2 time	MS mean	MS corr	MS std dev	# MS averaged	MS drift	MS drift time	MS bkg #1	MS bkg #2	MS bkg #1 time	MS bkg #2 time	MS range	MS unit	Treatment Type	AF X	AF Y	AF Z	ARM Gauss	ARM axis	IRM Gauss	Temp C	Offline Comment	Meas. type	Data type	Orientation	Leader length	Trailer length	Settling time	Drift corrected	Tray corrected	X calib	Y calib	Z calib	X responce	Y responce	Z responce	X filter	Y filter	Z filter	X range	Y range	Z range	X slew	Y slew	Z slew	X feedback	Y feedback	Z feedback
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -9.8	10/24/20 1131	10/23/20 1500	1.00	 -0.10	 -1.37	-56.25	-56.25	270.30	270.20	270.20	 1.4621E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 7.5533E-11	 1.1200E-03	 4.3551E-08	 7.5533E-11	 0.0000E+00	-1.4617E-08	-1.4800E-03	-7.5144E-09	-1.4617E-08	 0.0000E+00	-3.4971E-10	-1.0000E-03	-3.2718E-08	-3.4971E-10	 0.0000E+00	 1	-9.9063E-11	-3.1340E-10	-4.1971E-10	   5382	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -9.6	10/24/20 1131	10/23/20 1500	1.00	 -0.10	 -1.52	-56.17	-56.17	280.07	276.74	276.74	 1.4638E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 2.5589E-09	 9.1000E-04	 3.8441E-08	 2.5589E-09	 0.0000E+00	-1.4407E-08	-1.5400E-03	-8.9688E-09	-1.4407E-08	 0.0000E+00	-3.8929E-10	-8.4000E-04	-2.9977E-08	-3.8929E-10	 0.0000E+00	 1	-1.6494E-10	-5.2182E-10	-6.9881E-10	   8961	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -9.4	10/24/20 1131	10/23/20 1500	1.00	 -0.09	  0.73	-49.12	-49.12	278.79	276.47	276.47	 2.0256E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 3.0960E-09	 8.8000E-04	 3.7711E-08	 3.0960E-09	 0.0000E+00	-2.0016E-08	-1.7500E-03	-1.4059E-08	-2.0016E-08	 0.0000E+00	 2.5658E-10	-7.7000E-04	-2.8778E-08	 2.5658E-10	 0.0000E+00	 1	-2.3094E-10	-7.3064E-10	-9.7846E-10	  12547	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -9.2	10/24/20 1131	10/23/20 1500	1.00	 -0.09	 -0.83	-49.12	-49.12	279.48	276.99	276.99	 2.0575E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 3.3898E-09	 8.3000E-04	 3.6495E-08	 3.3898E-09	 0.0000E+00	-2.0291E-08	-1.8400E-03	-1.6241E-08	-2.0291E-08	 0.0000E+00	-2.9735E-10	-7.0000E-04	-2.7579E-08	-2.9735E-10	 0.0000E+00	 1	-2.9691E-10	-9.3934E-10	-1.2579E-09	  16131	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -9.0	10/24/20 1131	10/23/20 1500	1.00	 -0.09	 -0.71	-43.00	-43.00	276.27	274.92	274.92	 2.7033E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 2.9513E-09	 7.5000E-04	 3.4549E-08	 2.9513E-09	 0.0000E+00	-2.6870E-08	-2.1400E-03	-2.3513E-08	-2.6870E-08	 0.0000E+00	-3.3643E-10	-5.8000E-04	-2.5524E-08	-3.3643E-10	 0.0000E+00	 1	-3.6052E-10	-1.1406E-09	-1.5275E-09	  19587	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -8.8	10/24/20 1131	10/23/20 1500	1.00	 -0.09	 -1.34	-40.23	-40.23	277.42	275.97	275.97	 3.0805E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 3.9749E-09	 7.6000E-04	 3.4792E-08	 3.9749E-09	 0.0000E+00	-3.0539E-08	-2.2300E-03	-2.5694E-08	-3.0539E-08	 0.0000E+00	-7.1911E-10	-5.0000E-04	-2.4153E-08	-7.1911E-10	 0.0000E+00	 1	-4.2644E-10	-1.3491E-09	-1.8067E-09	  23168	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -8.6	10/24/20 1131	10/23/20 1500	1.00	 -0.09	 -0.40	-36.85	-36.85	274.63	273.81	273.81	 3.4807E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 2.8089E-09	 6.8000E-04	 3.2846E-08	 2.8089E-09	 0.0000E+00	-3.4693E-08	-2.4400E-03	-3.0785E-08	-3.4693E-08	 0.0000E+00	-2.4429E-10	-3.5000E-04	-2.1584E-08	-2.4429E-10	 0.0000E+00	 1	-4.9246E-10	-1.5580E-09	-2.0864E-09	  26755	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -8.4	10/24/20 1131	10/23/20 1500	1.00	 -0.08	  0.86	-33.88	-33.88	274.65	273.89	273.89	 3.8249E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 3.1027E-09	 6.5000E-04	 3.2116E-08	 3.1027E-09	 0.0000E+00	-3.8119E-08	-2.6300E-03	-3.5390E-08	-3.8119E-08	 0.0000E+00	 5.7272E-10	-2.3000E-04	-1.9528E-08	 5.7272E-10	 0.0000E+00	 1	-5.5843E-10	-1.7667E-09	-2.3659E-09	  30339	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -8.2	10/24/20 1131	10/23/20 1500	1.00	 -0.08	 -0.41	-30.93	-30.93	271.85	271.58	271.58	 4.4964E-08	  0.00	 90.00	  0.00	  0.00	  0.00	 1.4477E-09	 5.7000E-04	 3.0169E-08	 1.4477E-09	 0.0000E+00	-4.4939E-08	-2.8700E-03	-4.1208E-08	-4.4939E-08	 0.0000E+00	-3.2336E-10	-1.3000E-04	-1.7815E-08	-3.2336E-10	 0.0000E+00	 1	-6.2206E-10	-1.9680E-09	-2.6355E-09	  33796	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+Y_2mm_24-10-2017_SmallSRM_YJ	  1061	 -8.0	10/24/20 1131	10/23/20 1500	1.00	 -0.08	 -0.02	-27.20	-27.20	267.93	268.19	268.19	 5.2764E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-1.9080E-09	 4.9000E-04	 2.8223E-08	-1.9080E-09	 0.0000E+00	-5.2730E-08	-3.1700E-03	-4.8480E-08	-5.2730E-08	 0.0000E+00	-2.0340E-11	-7.0000E-05	-1.6787E-08	-2.0340E-11	 0.0000E+00	 1	-6.8803E-10	-2.1767E-09	-2.9150E-09	  37380	-1.6301E-08	-3.0169E-08	-2.8361E-08	-7.2235E-08	 1.5588E-08	-4.3168E-08	      0	 753443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
