Sample ID	Run #	Position	Sample Timestamp	Tray Timestamp	Area	Depth	Inclination: Unrotated	Inclination: Sample Rotated	Inclination: Formation Rotated	Declination: Unrotated	Declination: Sample Rotated	Declination: Formation Rotated	Intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Mag Dev	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift	MM drift time	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Bkg #1 time	Bkg #2 time	MS mean	MS corr	MS std dev	# MS averaged	MS drift	MS drift time	MS bkg #1	MS bkg #2	MS bkg #1 time	MS bkg #2 time	MS range	MS unit	Treatment Type	AF X	AF Y	AF Z	ARM Gauss	ARM axis	IRM Gauss	Temp C	Offline Comment	Meas. type	Data type	Orientation	Leader length	Trailer length	Settling time	Drift corrected	Tray corrected	X calib	Y calib	Z calib	X responce	Y responce	Z responce	X filter	Y filter	Z filter	X range	Y range	Z range	X slew	Y slew	Z slew	X feedback	Y feedback	Z feedback
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -9.8	10/24/20 1112	10/23/20 1500	1.00	 -0.10	 -0.46	 60.14	 60.14	183.47	188.87	188.87	 4.3656E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.3574E-08	 1.3400E-03	 2.6520E-08	-4.3574E-08	 0.0000E+00	-2.6402E-09	 5.7000E-04	 1.1635E-08	-2.6402E-09	 0.0000E+00	-3.4970E-10	 3.1000E-04	 3.3232E-08	-3.4970E-10	 0.0000E+00	 1	-1.4321E-10	-3.4135E-10	 3.0683E-09	   5377	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -9.6	10/24/20 1112	10/23/20 1500	1.00	 -0.10	 -3.36	 60.35	 60.35	187.07	199.03	199.03	 4.1765E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.1375E-08	 1.1100E-03	 2.0924E-08	-4.1375E-08	 0.0000E+00	-5.1352E-09	 4.0000E-04	 7.5144E-09	-5.1352E-09	 0.0000E+00	-2.4504E-09	 4.7000E-04	 3.5973E-08	-2.4504E-09	 0.0000E+00	 1	-2.3523E-10	-5.6068E-10	 5.0398E-09	   8832	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -9.4	10/24/20 1112	10/23/20 1500	1.00	 -0.09	 -4.27	 54.74	 54.74	185.10	192.21	192.21	 4.5075E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.4772E-08	 9.1000E-04	 1.6058E-08	-4.4772E-08	 0.0000E+00	-3.9942E-09	 4.7000E-04	 9.2112E-09	-3.9942E-09	 0.0000E+00	-3.3529E-09	 5.7000E-04	 3.7686E-08	-3.3529E-09	 0.0000E+00	 1	-3.2725E-10	-7.8002E-10	 7.0114E-09	  12287	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -9.2	10/24/20 1112	10/23/20 1500	1.00	 -0.09	 -6.20	 52.34	 52.34	179.93	179.84	179.84	 4.5761E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.5493E-08	 8.1000E-04	 1.3625E-08	-4.5493E-08	 0.0000E+00	 5.5713E-11	 5.6000E-04	 1.1393E-08	 5.5713E-11	 0.0000E+00	-4.9405E-09	 7.0000E-04	 3.9913E-08	-4.9405E-09	 0.0000E+00	 1	-4.1932E-10	-9.9948E-10	 8.9840E-09	  15744	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -9.0	10/24/20 1112	10/23/20 1500	1.00	 -0.09	 -7.75	 46.79	 46.79	182.05	184.46	184.46	 4.8390E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.7917E-08	 6.4000E-04	 9.4887E-09	-4.7917E-08	 0.0000E+00	-1.7120E-09	 4.6000E-04	 8.9688E-09	-1.7120E-09	 0.0000E+00	-6.5277E-09	 8.5000E-04	 4.2482E-08	-6.5277E-09	 0.0000E+00	 1	-5.1137E-10	-1.2189E-09	 1.0956E-08	  19200	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -8.8	10/24/20 1112	10/23/20 1500	1.00	 -0.09	-10.17	 39.42	 39.42	183.92	187.91	187.91	 5.1760E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-5.0827E-08	 4.8000E-04	 5.5959E-09	-5.0827E-08	 0.0000E+00	-3.4797E-09	 4.5000E-04	 8.7264E-09	-3.4797E-09	 0.0000E+00	-9.1428E-09	 9.2000E-04	 4.3682E-08	-9.1428E-09	 0.0000E+00	 1	-6.0342E-10	-1.4383E-09	 1.2928E-08	  22656	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -8.6	10/24/20 1112	10/23/20 1500	1.00	 -0.09	-11.82	 32.51	 32.51	182.71	185.11	185.11	 5.5710E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-5.4467E-08	 2.9000E-04	 9.7320E-10	-5.4467E-08	 0.0000E+00	-2.5813E-09	 4.5000E-04	 8.7264E-09	-2.5813E-09	 0.0000E+00	-1.1415E-08	 1.0300E-03	 4.5566E-08	-1.1415E-08	 0.0000E+00	 1	-6.9536E-10	-1.6574E-09	 1.4898E-08	  26108	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -8.4	10/24/20 1112	10/23/20 1500	1.00	 -0.08	-12.64	 27.27	 27.27	183.82	186.79	186.79	 5.9433E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-5.7864E-08	 1.0000E-04	-3.6495E-09	-5.7864E-08	 0.0000E+00	-3.8643E-09	 3.5000E-04	 6.3024E-09	-3.8643E-09	 0.0000E+00	-1.3002E-08	 1.1300E-03	 4.7279E-08	-1.3002E-08	 0.0000E+00	 1	-7.8738E-10	-1.8768E-09	 1.6870E-08	  29563	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -8.2	10/24/20 1112	10/23/20 1500	1.00	 -0.08	-13.91	 20.45	 20.45	185.79	189.63	189.63	 6.4949E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-6.2721E-08	-1.2000E-04	-9.0021E-09	-6.2721E-08	 0.0000E+00	-6.3591E-09	 2.9000E-04	 4.8480E-09	-6.3591E-09	 0.0000E+00	-1.5617E-08	 1.2500E-03	 4.9334E-08	-1.5617E-08	 0.0000E+00	 1	-8.7948E-10	-2.0963E-09	 1.8843E-08	  33021	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -8.0	10/24/20 1112	10/23/20 1500	1.00	 -0.08	-13.73	 16.29	 16.29	184.74	187.43	187.43	 7.1060E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-6.8795E-08	-3.2000E-04	-1.3868E-08	-6.8795E-08	 0.0000E+00	-5.7027E-09	 3.4000E-04	 6.0600E-09	-5.7027E-09	 0.0000E+00	-1.6862E-08	 1.3400E-03	 5.0876E-08	-1.6862E-08	 0.0000E+00	 1	-9.7155E-10	-2.3157E-09	 2.0816E-08	  36478	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -7.8	10/24/20 1112	10/23/20 1500	1.00	 -0.08	-14.22	 11.74	 11.74	185.86	188.73	188.73	 7.7893E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-7.5112E-08	-5.8000E-04	-2.0194E-08	-7.5112E-08	 0.0000E+00	-7.7128E-09	 2.8000E-04	 4.6056E-09	-7.7128E-09	 0.0000E+00	-1.9135E-08	 1.4600E-03	 5.2932E-08	-1.9135E-08	 0.0000E+00	 1	-1.0636E-09	-2.5352E-09	 2.2788E-08	  39935	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-06+X_2mm_24-10-2017_SmallSRM_YJ	 21059	 -7.6	10/24/20 1112	10/23/20 1500	1.00	 -0.08	-13.76	  8.97	  8.97	186.71	189.53	189.53	 8.5674E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-8.2645E-08	-9.4000E-04	-2.8953E-08	-8.2645E-08	 0.0000E+00	-9.7229E-09	 1.7000E-04	 1.9392E-09	-9.7229E-09	 0.0000E+00	-2.0379E-08	 1.5000E-03	 5.3617E-08	-2.0379E-08	 0.0000E+00	 1	-1.1557E-09	-2.7546E-09	 2.4760E-08	  43391	 6.0825E-09	-1.3138E-08	 2.1816E-09	-4.3632E-08	-2.7922E-08	 3.8388E-07	      0	 721665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
