Sample ID	Run #	Position	Sample Timestamp	Tray Timestamp	Area	Depth	Inclination: Unrotated	Inclination: Sample Rotated	Inclination: Formation Rotated	Declination: Unrotated	Declination: Sample Rotated	Declination: Formation Rotated	Intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Mag Dev	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift	MM drift time	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Bkg #1 time	Bkg #2 time	MS mean	MS corr	MS std dev	# MS averaged	MS drift	MS drift time	MS bkg #1	MS bkg #2	MS bkg #1 time	MS bkg #2 time	MS range	MS unit	Treatment Type	AF X	AF Y	AF Z	ARM Gauss	ARM axis	IRM Gauss	Temp C	Offline Comment	Meas. type	Data type	Orientation	Leader length	Trailer length	Settling time	Drift corrected	Tray corrected	X calib	Y calib	Z calib	X responce	Y responce	Z responce	X filter	Y filter	Z filter	X range	Y range	Z range	X slew	Y slew	Z slew	X feedback	Y feedback	Z feedback
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -9.8	10/23/20 1653	10/23/20 1500	1.00	 -0.10	  1.14	  3.54	  3.54	186.12	199.39	199.39	 4.3832E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.3574E-08	 1.7500E-03	 3.0656E-08	-4.3574E-08	 0.0000E+00	-4.6709E-09	-7.5000E-04	 9.6960E-09	-4.6709E-09	 0.0000E+00	 8.7035E-10	 2.8000E-04	 1.1991E-09	 8.7035E-10	 0.0000E+00	 1	 3.5599E-10	-2.4985E-10	-2.0990E-11	   5378	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -9.6	10/23/20 1653	10/23/20 1500	1.00	 -0.10	  0.48	  1.42	  1.42	186.92	200.98	200.98	 4.3846E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.3525E-08	 1.4300E-03	 2.2870E-08	-4.3525E-08	 0.0000E+00	-5.2795E-09	-8.4000E-04	 7.5144E-09	-5.2795E-09	 0.0000E+00	 3.6573E-10	 4.2000E-04	 3.5973E-09	 3.6573E-10	 0.0000E+00	 1	 5.9323E-10	-4.1635E-10	-3.4978E-11	   8962	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -9.4	10/23/20 1653	10/23/20 1500	1.00	 -0.09	  1.95	  5.19	  5.19	184.59	192.34	192.34	 4.6329E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.6154E-08	 1.2600E-03	 1.8734E-08	-4.6154E-08	 0.0000E+00	-3.7067E-09	-7.5000E-04	 9.6960E-09	-3.7067E-09	 0.0000E+00	 1.5741E-09	 5.3000E-04	 5.4816E-09	 1.5741E-09	 0.0000E+00	 1	 8.3021E-10	-5.8266E-10	-4.8950E-11	  12542	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -9.2	10/23/20 1653	10/23/20 1500	1.00	 -0.09	  1.67	  4.06	  4.06	181.37	183.33	183.33	 4.8572E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.8537E-08	 1.0900E-03	 1.4598E-08	-4.8537E-08	 0.0000E+00	-1.1582E-09	-7.2000E-04	 1.0423E-08	-1.1582E-09	 0.0000E+00	 1.4126E-09	 6.3000E-04	 7.1946E-09	 1.4126E-09	 0.0000E+00	 1	 1.0760E-09	-7.5516E-10	-6.3442E-11	  16255	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -9.0	10/23/20 1653	10/23/20 1500	1.00	 -0.09	  0.66	  1.54	  1.54	183.47	188.11	188.11	 4.9069E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-4.8975E-08	 1.0000E-03	 1.2408E-08	-4.8975E-08	 0.0000E+00	-2.9728E-09	-8.2000E-04	 7.9992E-09	-2.9728E-09	 0.0000E+00	 5.6588E-10	 7.1000E-04	 8.5650E-09	 5.6588E-10	 0.0000E+00	 1	 1.3218E-09	-9.2770E-10	-7.7937E-11	  19969	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -8.8	10/23/20 1653	10/23/20 1500	1.00	 -0.09	  0.07	  0.14	  0.14	186.63	194.01	194.01	 5.1951E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-5.1603E-08	 8.5000E-04	 8.7588E-09	-5.1603E-08	 0.0000E+00	-5.9998E-09	-8.8000E-04	 6.5448E-09	-5.9998E-09	 0.0000E+00	 6.1736E-11	 7.9000E-04	 9.9354E-09	 6.1736E-11	 0.0000E+00	 1	 1.5671E-09	-1.0998E-09	-9.2397E-11	  23674	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -8.6	10/23/20 1653	10/23/20 1500	1.00	 -0.09	 -0.63	 -1.20	 -1.20	186.52	192.51	192.51	 5.6056E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-5.5690E-08	 6.4000E-04	 3.6495E-09	-5.5690E-08	 0.0000E+00	-6.3657E-09	-9.3000E-04	 5.3328E-09	-6.3657E-09	 0.0000E+00	-6.1416E-10	 8.8000E-04	 1.1477E-08	-6.1416E-10	 0.0000E+00	 1	 1.8047E-09	-1.2666E-09	-1.0641E-10	  27264	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -8.4	10/23/20 1653	10/23/20 1500	1.00	 -0.08	  0.40	  0.71	  0.71	185.94	190.53	190.53	 6.0347E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-6.0022E-08	 4.1000E-04	-1.9464E-09	-6.0022E-08	 0.0000E+00	-6.2416E-09	-9.7000E-04	 4.3632E-09	-6.2416E-09	 0.0000E+00	 4.2339E-10	 1.0200E-03	 1.3875E-08	 4.2339E-10	 0.0000E+00	 1	 2.0498E-09	-1.4386E-09	-1.2086E-10	  30967	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -8.2	10/23/20 1653	10/23/20 1500	1.00	 -0.08	 -0.68	 -1.11	 -1.11	188.20	193.56	193.56	 6.5021E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-6.4352E-08	 2.1000E-04	-6.8124E-09	-6.4352E-08	 0.0000E+00	-9.2741E-09	-1.0500E-03	 2.4240E-09	-9.2741E-09	 0.0000E+00	-7.6642E-10	 1.1100E-03	 1.5417E-08	-7.6642E-10	 0.0000E+00	 1	 2.2872E-09	-1.6052E-09	-1.3486E-10	  34553	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
Point-Source_Position-01+X_2mm_23-10-2017_SmallSRM_YJ	 11029	 -8.0	10/23/20 1653	10/23/20 1500	1.00	 -0.08	 -0.06	 -0.09	 -0.09	188.13	192.54	192.54	 7.1592E-08	  0.00	 90.00	  0.00	  0.00	  0.00	-7.0872E-08	-1.0000E-05	-1.2165E-08	-7.0872E-08	 0.0000E+00	-1.0125E-08	-1.0600E-03	 2.1816E-09	-1.0125E-08	 0.0000E+00	-7.1910E-11	 1.2000E-03	 1.6959E-08	-7.1910E-11	 0.0000E+00	 1	 2.5248E-09	-1.7720E-09	-1.4886E-10	  38142	 1.1922E-08	 6.1312E-08	-2.7876E-08	-6.2539E-08	 3.5973E-09	 6.8520E-10	      0	 746136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	   0	   0	   0	NA	NA	NA	NA	NA	SAMPLE/CONTINUOUS	LEADER	Normal +X +Y	10	10	 1	YES	YES	 2.4300E-05	 2.4200E-05	 1.7100E-05	1.00	1.00	1.00	1 Hz	1 Hz	1 Hz	1 x	1 x	1 x	Slow	Slow	Slow	Close	Close	Close
